alarm_id,line_id,equipment_id,alarm_started_at,alarm_ended_at,duration_minutes,severity,alarm_code,alarm_name,alarm_category,error_value,normal_min,normal_max,requires_manual_intervention,recovery_action,resolution_status,resolution_note
ALM-000128,PL-SMT-07,EQ-SMT-L07-AOI01,2026-07-19T07:12:00+08:00,2026-07-19T07:37:00+08:00,25,WARNING,CAMERA_CALIBRATION,相机标定异常,CALIBRATION,9,0,5,true,执行相机标定后复位设备,RESOLVED,执行相机标定后复位设备
ALM-000129,PL-SMT-15,EQ-SMT-L15-RFL01,2026-07-19T07:12:00+08:00,2026-07-19T07:31:00+08:00,19,WARNING,TEMPERATURE_DEVIATION,温区温度偏差,PROCESS,10,-5,5,true,检查温控回路并确认温区,RESOLVED,检查温控回路并确认温区
ALM-000130,PL-SMT-11,EQ-SMT-L11-PRN01,2026-07-19T07:14:00+08:00,2026-07-19T07:40:00+08:00,26,WARNING,SOLDER_PASTE_LOW,锡膏余量低,CONSUMABLE,6,10,100,true,补充锡膏后复位设备,RESOLVED,补充锡膏后复位设备
ALM-000131,PL-SMT-15,EQ-SMT-L15-RTR01,2026-07-19T07:14:00+08:00,2026-07-19T07:38:00+08:00,24,WARNING,BLADE_WEAR,铣刀磨损超限,TOOLING,113,0,100,true,更换铣刀后复位设备,RESOLVED,更换铣刀后复位设备
ALM-000132,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19T10:12:00+08:00,2026-07-19T10:59:00+08:00,47,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,21644,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000133,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19T13:07:00+08:00,2026-07-19T13:56:00+08:00,49,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,22212,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000134,PL-SMT-06,EQ-SMT-L06-PRN01,2026-07-19T15:07:00+08:00,2026-07-19T15:27:00+08:00,20,WARNING,SOLDER_PASTE_LOW,锡膏余量低,CONSUMABLE,7,10,100,true,补充锡膏后复位设备,RESOLVED,补充锡膏后复位设备
ALM-000135,PL-SMT-01,EQ-SMT-L01-SPI01,2026-07-19T15:08:00+08:00,2026-07-19T15:33:00+08:00,25,WARNING,INSPECTION_DRIFT,检测基准漂移,CALIBRATION,16,0,15,true,重新校准检测基准,RESOLVED,重新校准检测基准
ALM-000136,PL-SMT-02,EQ-SMT-L02-RTR01,2026-07-19T15:09:00+08:00,2026-07-19T15:21:00+08:00,12,WARNING,BLADE_WEAR,铣刀磨损超限,TOOLING,112,0,100,true,更换铣刀后复位设备,RESOLVED,更换铣刀后复位设备
ALM-000137,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19T16:08:00+08:00,2026-07-19T16:51:00+08:00,43,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,59550,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000138,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19T19:05:00+08:00,2026-07-19T19:50:00+08:00,45,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,51308,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000139,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-19T22:13:00+08:00,2026-07-19T22:56:00+08:00,43,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,12788,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000140,PL-SMT-12,EQ-SMT-L12-MNT01,2026-07-19T23:06:00+08:00,2026-07-19T23:25:00+08:00,19,ERROR,FEEDER_JAM,供料器卡料,MECHANICAL,3,0,0,true,清理供料器并复位设备,RESOLVED,清理供料器并复位设备
ALM-000141,PL-SMT-05,EQ-SMT-L05-MNT01,2026-07-19T23:12:00+08:00,2026-07-19T23:25:00+08:00,13,ERROR,FEEDER_JAM,供料器卡料,MECHANICAL,2,0,0,true,清理供料器并复位设备,RESOLVED,清理供料器并复位设备
ALM-000142,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20T01:07:00+08:00,2026-07-20T01:56:00+08:00,49,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,64882,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000143,PL-SMT-07,EQ-SMT-L07-PRN01,2026-07-20T02:05:00+08:00,2026-07-20T02:30:00+08:00,25,WARNING,SOLDER_PASTE_LOW,锡膏余量低,CONSUMABLE,9,10,100,true,补充锡膏后复位设备,RESOLVED,补充锡膏后复位设备
ALM-000144,PL-SMT-12,EQ-SMT-L12-SPI01,2026-07-20T02:05:00+08:00,2026-07-20T02:22:00+08:00,17,WARNING,INSPECTION_DRIFT,检测基准漂移,CALIBRATION,21,0,15,true,重新校准检测基准,RESOLVED,重新校准检测基准
ALM-000145,PL-SMT-03,EQ-SMT-L03-AOI01,2026-07-20T02:06:00+08:00,2026-07-20T02:20:00+08:00,14,WARNING,CAMERA_CALIBRATION,相机标定异常,CALIBRATION,9,0,5,true,执行相机标定后复位设备,RESOLVED,执行相机标定后复位设备
ALM-000146,PL-SMT-15,EQ-SMT-L15-PRN01,2026-07-20T02:06:00+08:00,2026-07-20T02:34:00+08:00,28,WARNING,SOLDER_PASTE_LOW,锡膏余量低,CONSUMABLE,6,10,100,true,补充锡膏后复位设备,RESOLVED,补充锡膏后复位设备
ALM-000147,PL-SMT-09,EQ-SMT-L09-MNT01,2026-07-20T02:08:00+08:00,2026-07-20T02:23:00+08:00,15,ERROR,FEEDER_JAM,供料器卡料,MECHANICAL,3,0,0,true,清理供料器并复位设备,RESOLVED,清理供料器并复位设备
ALM-000148,PL-SMT-15,EQ-SMT-L15-AOI01,2026-07-20T02:09:00+08:00,2026-07-20T02:29:00+08:00,20,WARNING,CAMERA_CALIBRATION,相机标定异常,CALIBRATION,7,0,5,true,执行相机标定后复位设备,RESOLVED,执行相机标定后复位设备
ALM-000149,PL-SMT-02,EQ-SMT-L02-PRN01,2026-07-20T02:10:00+08:00,2026-07-20T02:26:00+08:00,16,WARNING,SOLDER_PASTE_LOW,锡膏余量低,CONSUMABLE,8,10,100,true,补充锡膏后复位设备,RESOLVED,补充锡膏后复位设备
ALM-000150,PL-SMT-06,EQ-SMT-L06-RTR01,2026-07-20T02:10:00+08:00,2026-07-20T02:27:00+08:00,17,WARNING,BLADE_WEAR,铣刀磨损超限,TOOLING,103,0,100,true,更换铣刀后复位设备,RESOLVED,更换铣刀后复位设备
ALM-000151,PL-SMT-14,EQ-SMT-L14-RFL01,2026-07-20T02:11:00+08:00,2026-07-20T02:33:00+08:00,22,WARNING,TEMPERATURE_DEVIATION,温区温度偏差,PROCESS,9,-5,5,true,检查温控回路并确认温区,RESOLVED,检查温控回路并确认温区
ALM-000152,PL-SMT-10,EQ-SMT-L10-RTR01,2026-07-20T02:13:00+08:00,2026-07-20T02:36:00+08:00,23,WARNING,BLADE_WEAR,铣刀磨损超限,TOOLING,108,0,100,true,更换铣刀后复位设备,RESOLVED,更换铣刀后复位设备
ALM-000153,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20T04:06:00+08:00,2026-07-20T04:50:00+08:00,44,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,49723,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000154,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20T07:11:00+08:00,2026-07-20T07:57:00+08:00,46,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,32262,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000155,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20T10:05:00+08:00,2026-07-20T10:48:00+08:00,43,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,19867,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000156,PL-SMT-14,EQ-SMT-L14-AOI01,2026-07-20T10:09:00+08:00,2026-07-20T10:27:00+08:00,18,WARNING,CAMERA_CALIBRATION,相机标定异常,CALIBRATION,8,0,5,true,执行相机标定后复位设备,RESOLVED,执行相机标定后复位设备
ALM-000157,PL-SMT-02,EQ-SMT-L02-AOI01,2026-07-20T10:10:00+08:00,2026-07-20T10:32:00+08:00,22,WARNING,CAMERA_CALIBRATION,相机标定异常,CALIBRATION,12,0,5,true,执行相机标定后复位设备,RESOLVED,执行相机标定后复位设备
ALM-000158,PL-SMT-03,EQ-SMT-L03-RFL01,2026-07-20T10:10:00+08:00,2026-07-20T10:25:00+08:00,15,WARNING,TEMPERATURE_DEVIATION,温区温度偏差,PROCESS,8,-5,5,true,检查温控回路并确认温区,RESOLVED,检查温控回路并确认温区
ALM-000159,PL-SMT-10,EQ-SMT-L10-PRN01,2026-07-20T10:10:00+08:00,2026-07-20T10:34:00+08:00,24,WARNING,SOLDER_PASTE_LOW,锡膏余量低,CONSUMABLE,6,10,100,true,补充锡膏后复位设备,RESOLVED,补充锡膏后复位设备
ALM-000160,PL-SMT-13,EQ-SMT-L13-MNT01,2026-07-20T10:12:00+08:00,2026-07-20T10:25:00+08:00,13,ERROR,FEEDER_JAM,供料器卡料,MECHANICAL,2,0,0,true,清理供料器并复位设备,RESOLVED,清理供料器并复位设备
ALM-000161,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20T13:14:00+08:00,2026-07-20T13:59:00+08:00,45,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,50217,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000162,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20T16:09:00+08:00,2026-07-20T16:53:00+08:00,44,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,30188,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000163,PL-SMT-06,EQ-SMT-L06-RFL01,2026-07-20T18:07:00+08:00,2026-07-20T18:35:00+08:00,28,WARNING,TEMPERATURE_DEVIATION,温区温度偏差,PROCESS,15,-5,5,true,检查温控回路并确认温区,RESOLVED,检查温控回路并确认温区
ALM-000164,PL-SMT-13,EQ-SMT-L13-SPI01,2026-07-20T18:07:00+08:00,2026-07-20T18:26:00+08:00,19,WARNING,INSPECTION_DRIFT,检测基准漂移,CALIBRATION,17,0,15,true,重新校准检测基准,RESOLVED,重新校准检测基准
ALM-000165,PL-SMT-04,EQ-SMT-L04-MNT01,2026-07-20T18:08:00+08:00,2026-07-20T18:28:00+08:00,20,ERROR,FEEDER_JAM,供料器卡料,MECHANICAL,1,0,0,true,清理供料器并复位设备,RESOLVED,清理供料器并复位设备
ALM-000166,PL-SMT-07,EQ-SMT-L07-RTR01,2026-07-20T18:08:00+08:00,2026-07-20T18:34:00+08:00,26,WARNING,BLADE_WEAR,铣刀磨损超限,TOOLING,107,0,100,true,更换铣刀后复位设备,RESOLVED,更换铣刀后复位设备
ALM-000167,PL-SMT-04,EQ-SMT-L04-SPI01,2026-07-20T18:11:00+08:00,2026-07-20T18:32:00+08:00,21,WARNING,INSPECTION_DRIFT,检测基准漂移,CALIBRATION,19,0,15,true,重新校准检测基准,RESOLVED,重新校准检测基准
ALM-000168,PL-SMT-11,EQ-SMT-L11-RFL01,2026-07-20T18:13:00+08:00,2026-07-20T18:35:00+08:00,22,WARNING,TEMPERATURE_DEVIATION,温区温度偏差,PROCESS,15,-5,5,true,检查温控回路并确认温区,RESOLVED,检查温控回路并确认温区
ALM-000169,PL-SMT-11,EQ-SMT-L11-RTR01,2026-07-20T18:13:00+08:00,2026-07-20T18:38:00+08:00,25,WARNING,BLADE_WEAR,铣刀磨损超限,TOOLING,110,0,100,true,更换铣刀后复位设备,RESOLVED,更换铣刀后复位设备
ALM-000170,PL-SMT-05,EQ-SMT-L05-SPI01,2026-07-20T18:14:00+08:00,2026-07-20T18:38:00+08:00,24,WARNING,INSPECTION_DRIFT,检测基准漂移,CALIBRATION,20,0,15,true,重新校准检测基准,RESOLVED,重新校准检测基准
ALM-000171,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20T19:06:00+08:00,2026-07-20T19:52:00+08:00,46,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,61653,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000172,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-20T22:08:00+08:00,2026-07-20T22:51:00+08:00,43,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,50469,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000173,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21T01:08:00+08:00,2026-07-21T01:58:00+08:00,50,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,63224,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000174,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21T04:11:00+08:00,2026-07-21T04:58:00+08:00,47,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,50989,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000175,PL-SMT-05,EQ-SMT-L05-AOI01,2026-07-21T05:06:00+08:00,2026-07-21T05:27:00+08:00,21,WARNING,CAMERA_CALIBRATION,相机标定异常,CALIBRATION,11,0,5,true,执行相机标定后复位设备,RESOLVED,执行相机标定后复位设备
ALM-000176,PL-SMT-12,EQ-SMT-L12-AOI01,2026-07-21T05:06:00+08:00,2026-07-21T05:19:00+08:00,13,WARNING,CAMERA_CALIBRATION,相机标定异常,CALIBRATION,12,0,5,true,执行相机标定后复位设备,RESOLVED,执行相机标定后复位设备
ALM-000177,PL-SMT-13,EQ-SMT-L13-RTR01,2026-07-21T05:08:00+08:00,2026-07-21T05:30:00+08:00,22,WARNING,BLADE_WEAR,铣刀磨损超限,TOOLING,109,0,100,true,更换铣刀后复位设备,RESOLVED,更换铣刀后复位设备
ALM-000178,PL-SMT-04,EQ-SMT-L04-RFL01,2026-07-21T05:10:00+08:00,2026-07-21T05:36:00+08:00,26,WARNING,TEMPERATURE_DEVIATION,温区温度偏差,PROCESS,12,-5,5,true,检查温控回路并确认温区,RESOLVED,检查温控回路并确认温区
ALM-000179,PL-SMT-03,EQ-SMT-L03-MNT01,2026-07-21T05:12:00+08:00,2026-07-21T05:25:00+08:00,13,ERROR,FEEDER_JAM,供料器卡料,MECHANICAL,3,0,0,true,清理供料器并复位设备,RESOLVED,清理供料器并复位设备
ALM-000180,PL-SMT-13,EQ-SMT-L13-RFL01,2026-07-21T05:14:00+08:00,2026-07-21T05:33:00+08:00,19,WARNING,TEMPERATURE_DEVIATION,温区温度偏差,PROCESS,12,-5,5,true,检查温控回路并确认温区,RESOLVED,检查温控回路并确认温区
ALM-000181,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21T07:06:00+08:00,2026-07-21T07:52:00+08:00,46,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,32842,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000182,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21T10:08:00+08:00,2026-07-21T10:51:00+08:00,43,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,35018,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000183,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21T13:07:00+08:00,2026-07-21T13:56:00+08:00,49,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,15790,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000184,PL-SMT-14,EQ-SMT-L14-MNT01,2026-07-21T13:07:00+08:00,2026-07-21T13:24:00+08:00,17,ERROR,FEEDER_JAM,供料器卡料,MECHANICAL,1,0,0,true,清理供料器并复位设备,RESOLVED,清理供料器并复位设备
ALM-000185,PL-SMT-04,EQ-SMT-L04-RTR01,2026-07-21T13:11:00+08:00,2026-07-21T13:24:00+08:00,13,WARNING,BLADE_WEAR,铣刀磨损超限,TOOLING,118,0,100,true,更换铣刀后复位设备,RESOLVED,更换铣刀后复位设备
ALM-000186,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21T16:08:00+08:00,2026-07-21T16:56:00+08:00,48,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,28413,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000187,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21T19:09:00+08:00,2026-07-21T19:51:00+08:00,42,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,39046,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
ALM-000188,PL-SMT-06,EQ-SMT-L06-SPI01,2026-07-21T21:06:00+08:00,2026-07-21T21:26:00+08:00,20,WARNING,INSPECTION_DRIFT,检测基准漂移,CALIBRATION,16,0,15,true,重新校准检测基准,RESOLVED,重新校准检测基准
ALM-000189,PL-SMT-08,EQ-SMT-L08-PRN01,2026-07-21T21:08:00+08:00,2026-07-21T21:30:00+08:00,22,WARNING,SOLDER_PASTE_LOW,锡膏余量低,CONSUMABLE,8,10,100,true,补充锡膏后复位设备,RESOLVED,补充锡膏后复位设备
ALM-000190,PL-SMT-11,EQ-SMT-L11-SPI01,2026-07-21T21:10:00+08:00,2026-07-21T21:24:00+08:00,14,WARNING,INSPECTION_DRIFT,检测基准漂移,CALIBRATION,24,0,15,true,重新校准检测基准,RESOLVED,重新校准检测基准
ALM-000191,PL-SMT-01,EQ-SMT-L01-MNT01,2026-07-21T22:09:00+08:00,2026-07-21T22:54:00+08:00,45,ERROR,PCB_BARCODE_OUT_OF_RANGE,PCB板条形码读数非法,DATA_VALIDATION,44034,1,9999,true,人工确认异常PCB板并解除设备停机,RESOLVED,操作员移除异常PCB板并手工复位贴片机
